20130606T12,upshr,LIX
20130606T12,dnshr,MFL
20040926T12,upshr,EYW
20040926T12,dnshr,JAX
20010914T18,upshr,TLH
20010914T18,dnshr,XMR
20020925T18,upshr,LCH
20020925T18,dnshr,TLH
19990915T18,upshr,JAX
19990915T18,dnshr,MHX
19990822T18,upshr,BRO
19990822T18,dnshr,CRP
20060613T12,upshr,TBW
20110827T12,upshr,CHS
20110827T12,dnshr,WAL
20170911T00,dnshr,JAX
