20050830T00,upshr,SHV
20050830T00,dnshr,FFC
20040916T18,upshr,JAN
20040916T12,dnshr,FFC
20050925T00,upshr,FWD
20050925T00,dnshr,JAN
20180917T00,upshr,FFC
20180917T00,dnshr,GSO
20170911T00,dnshr,JAX
20040928T00,upshr,BMX
20040928T00,dnshr,MHX
20080902T00,upshr,CRP
20080902T00,dnshr,JAN
20080914T00,upshr,FWD
20080914T00,dnshr,LZK
20040908T00,upshr,JAN
20040908T00,dnshr,GSO
