20021003T18,dnshr,JAN
20040831T00,upshr,GSO
20040830T12,dnshr,WAL
20060614T00,upshr,BMX
20060614T00,dnshr,CHS
20110905T00,upshr,LCH
20110905T00,dnshr,BMX
20160902T00,upshr,LIX
20160902T00,dnshr,JAX
20010914T18,upshr,TLH
20010914T18,dnshr,XMR
20120625T00,upshr,LIX
20120625T00,dnshr,XMR
20050707T00,upshr,JAN
20030702T00,upshr,LZK
20030702T00,dnshr,FFC
